i_id,wranking,nranking,year
11289,301,13,2020
11292,901,4,2020
11292,901,4,2019
11293,201,66,2020
11293,201,67,2019
11293,201,70,2018
11293,151,61,2017
11293,151,62,2016
11294,601,2,2020
11294,701,5,2019
11295,901,191,2020
11295,901,193,2019
11298,201,11,2019
11298,301,21,2018
11298,301,23,2017
11298,401,28,2016
11299,301,20,2020
11299,301,22,2019
11299,301,21,2018
11300,201,21,2020
11300,201,22,2019
11300,201,22,2018
11300,301,29,2017
11300,201,22,2016
11302,501,4,2020
11302,401,5,2019
11302,401,4,2018
11302,301,2,2017
11302,301,2,2016
11303,701,31,2020
11304,151,14,2020
11304,151,9,2019
11304,201,13,2018
11304,201,10,2017
11304,301,19,2016
11305,901,4,2020
11306,201,11,2020
11306,201,11,2019
11306,201,15,2018
11306,151,8,2017
11306,151,9,2016
11307,501,37,2020
11307,501,37,2019
11309,151,16,2020
11309,151,17,2019
11309,151,17,2018
11309,151,18,2017
11309,151,16,2016
11310,701,23,2020
11310,801,28,2019
11311,501,18,2020
11311,501,17,2019
11311,401,11,2018
11311,401,13,2017
11311,401,12,2016
11312,301,8,2020
11312,201,4,2019
11312,301,9,2018
11312,301,8,2017
11312,201,3,2016
11313,88,37,2020
11313,95,41,2019
11313,86,41,2018
11313,88,46,2017
11313,90,45,2016
11315,101,5,2019
11315,101,5,2018
11315,101,5,2017
11315,101,4,2016
11316,101,5,2020
11316,101,5,2019
11316,101,5,2018
11316,101,5,2017
11316,101,4,2016
11317,401,8,2020
11317,401,8,2019
11317,301,8,2018
11317,401,8,2017
11317,301,8,2016
11318,59,3,2020
11318,58,2,2019
11318,59,3,2018
11318,60,3,2017
11318,53,2,2016
11319,501,18,2020
11319,401,11,2019
11321,701,40,2020
11321,501,31,2019
11321,301,22,2016
11322,801,31,2020
11322,801,28,2019
11323,101,5,2020
11323,101,5,2019
11323,99,4,2018
11323,95,4,2017
11323,101,4,2016
11324,101,4,2020
11324,151,5,2019
11324,101,4,2018
11324,151,5,2017
11324,151,5,2016
11325,201,2,2020
11325,201,2,2019
11325,201,2,2018
11325,201,1,2017
11325,201,2,2016
11326,401,6,2020
11326,401,5,2019
11326,401,5,2018
11328,801,55,2020
11329,601,44,2019
11330,69,2,2020
11330,65,2,2019
11330,66,2,2018
11330,59,2,2017
11330,72,2,2016
11332,301,13,2020
11332,301,13,2019
11332,301,13,2018
11332,301,12,2017
11332,301,14,2016
11333,901,10,2020
11334,601,7,2020
11334,601,7,2019
11335,501,31,2020
11335,401,28,2019
11335,401,29,2018
11335,301,23,2017
11335,301,22,2016
11336,201,11,2020
11336,201,11,2019
11336,151,8,2018
11336,151,8,2017
11336,201,15,2016
11337,501,31,2019
11337,401,29,2018
11337,401,27,2017
11337,401,28,2016
11342,301,95,2020
11342,201,67,2019
11342,201,70,2018
11342,201,71,2017
11342,151,62,2016
11344,74,1,2020
11344,63,1,2019
11344,57,1,2018
11344,56,1,2017
11344,56,1,2016
11345,801,55,2020
11346,701,40,2020
11346,701,47,2019
11347,201,66,2020
11347,201,67,2019
11347,201,70,2018
11347,201,71,2017
11347,201,72,2016
11352,701,46,2020
11352,901,56,2019
11353,901,1,2019
11354,501,1,2020
11354,401,1,2019
11354,401,1,2017
11355,501,134,2020
11355,601,156,2019
11356,201,66,2020
11356,201,67,2019
11356,201,70,2018
11356,201,71,2017
11356,201,72,2016
11357,45,28,2020
11357,38,25,2019
11357,41,28,2018
11357,37,26,2017
11357,30,23,2016
11359,201,2,2020
11359,201,2,2019
11359,201,2,2018
11359,151,1,2017
11359,151,1,2016
11360,901,46,2020
11360,901,43,2019
11361,801,4,2020
11361,801,5,2019
11362,201,66,2020
11362,201,67,2019
11362,151,59,2018
11362,151,61,2017
11362,151,62,2016
11363,701,23,2020
11363,801,28,2019
11364,401,25,2020
11364,301,22,2019
11364,301,21,2018
11364,201,16,2017
11364,301,22,2016
11365,601,85,2020
11365,801,107,2019
11366,601,6,2020
11366,601,6,2019
11366,401,3,2017
11368,701,7,2020
11368,501,6,2019
11369,201,66,2020
11369,201,67,2019
11369,201,70,2018
11369,201,71,2017
11369,201,72,2016
11372,701,40,2020
11372,801,48,2019
11373,501,37,2020
11373,501,37,2019
11373,401,35,2018
11374,301,95,2020
11374,301,95,2019
11374,301,96,2018
11374,301,100,2017
11374,301,99,2016
11375,201,11,2020
11375,201,11,2019
11375,201,15,2018
11375,151,8,2017
11375,151,9,2016
11376,801,11,2020
11376,801,11,2019
11377,601,36,2020
11377,401,28,2019
11377,401,29,2018
11377,401,27,2017
11377,401,28,2016
11378,501,5,2020
11378,401,3,2019
11378,401,3,2017
11378,401,3,2016
11379,701,31,2020
11379,601,25,2019
11380,601,19,2020
11380,701,22,2019
11382,901,37,2019
11383,101,6,2020
11383,151,7,2019
11383,101,6,2018
11383,151,7,2017
11383,201,7,2016
11384,101,9,2020
11384,101,9,2019
11384,101,9,2018
11384,101,10,2017
11384,101,9,2016
11385,301,29,2020
11385,301,27,2019
11385,201,22,2018
11385,301,29,2017
11385,201,22,2016
11386,201,11,2020
11386,201,11,2019
11386,151,8,2018
11386,151,8,2017
11386,151,9,2016
11387,201,5,2020
11387,201,5,2019
11387,301,7,2018
11387,301,7,2017
11387,301,7,2016
11388,401,17,2020
11388,301,14,2019
11389,701,5,2020
11389,601,5,2019
11390,901,60,2020
11391,151,1,2020
11391,151,1,2019
11391,151,1,2018
11391,151,1,2017
11391,151,1,2016
11392,101,9,2020
11392,101,9,2019
11392,101,9,2018
11392,101,10,2017
11392,101,9,2016
11393,501,1,2020
11393,501,1,2019
11393,401,1,2018
11393,401,1,2017
11393,401,1,2016
11394,701,22,2019
11395,201,9,2020
11395,301,14,2019
11395,201,9,2018
11395,201,10,2017
11395,201,10,2016
11396,901,2,2019
11404,601,155,2020
11404,601,156,2019
11405,701,40,2020
11405,601,44,2019
11406,601,1,2020
11406,701,1,2019
11407,601,2,2020
11407,601,2,2019
11408,601,36,2020
11408,601,44,2019
11409,401,115,2020
11409,501,138,2019
11409,401,118,2018
11410,201,11,2020
11410,201,11,2019
11410,201,15,2018
11410,201,16,2017
11410,201,15,2016
11411,701,23,2020
11411,801,28,2019
11412,301,1,2020
11412,301,1,2019
11412,301,1,2018
11412,401,1,2017
11412,401,1,2016
11414,301,13,2020
11414,301,13,2019
11414,301,13,2018
11414,301,12,2017
11414,401,17,2016
11415,401,25,2020
11415,501,31,2019
11415,301,21,2018
11415,401,27,2017
11415,301,22,2016
11416,701,2,2019
11421,201,66,2020
11421,201,67,2019
11421,201,70,2018
11421,201,71,2017
11421,201,72,2016
11422,601,155,2020
11422,501,138,2019
11422,301,99,2016
11423,53,31,2020
11423,46,29,2019
11423,51,32,2018
11423,53,32,2017
11423,52,32,2016
11429,151,57,2020
11429,151,59,2019
11429,151,59,2018
11429,151,61,2017
11429,151,62,2016
11430,901,191,2020
11430,901,193,2019
11431,901,191,2020
11432,151,57,2020
11432,151,59,2019
11432,151,59,2018
11432,151,61,2017
11432,151,62,2016
11436,801,39,2020
11436,801,37,2019
11437,201,66,2020
11437,201,67,2019
11437,201,70,2018
11437,151,61,2017
11437,151,62,2016
11438,22,17,2020
11438,20,16,2019
11438,27,20,2018
11438,24,19,2017
11438,23,17,2016
11441,151,1,2020
11441,151,1,2019
11441,151,1,2018
11441,201,3,2017
11441,201,3,2016
11442,401,11,2019
11442,401,11,2018
11442,301,8,2017
11442,301,9,2016
11443,301,8,2020
11444,401,3,2020
11444,401,3,2019
11444,401,3,2018
11444,401,3,2017
11444,401,3,2016
11445,40,24,2020
11445,41,27,2019
11445,37,25,2018
11445,34,24,2017
11445,33,24,2016
11450,801,182,2019
11453,151,57,2020
11453,151,59,2019
11453,201,70,2018
11453,201,71,2017
11453,201,72,2016
11455,701,176,2020
11457,701,31,2020
11457,701,32,2019
11458,901,9,2019
11459,601,155,2020
11459,401,117,2019
11459,401,118,2018
11459,401,120,2017
11459,401,120,2016
11462,151,8,2020
11462,151,8,2019
11462,201,9,2018
11462,201,10,2017
11462,301,14,2016
11463,151,6,2020
11463,151,6,2019
11463,101,5,2018
11463,151,6,2017
11463,151,6,2016
11465,151,8,2020
11465,151,8,2019
11465,151,8,2018
11465,151,8,2017
11465,101,4,2016
11466,51,1,2020
11466,52,2,2019
11466,53,3,2018
11466,57,3,2017
11466,51,3,2016
11467,701,23,2020
11467,701,22,2019
11468,601,21,2020
11468,601,22,2019
11469,301,8,2020
11469,301,9,2019
11469,201,2,2018
11469,301,8,2017
11469,301,9,2016
11470,301,4,2020
11471,501,14,2020
11471,701,22,2019
11472,201,66,2020
11472,201,67,2019
11472,201,70,2018
11472,151,61,2017
11472,201,72,2016
11474,601,155,2020
11474,601,156,2019
11478,901,10,2019
11479,501,134,2020
11479,601,156,2019
11480,501,134,2020
11480,701,172,2019
11482,501,24,2020
11482,601,26,2019
11483,501,134,2020
11484,601,156,2019
11484,401,118,2018
11484,401,120,2017
11489,901,193,2019
11490,801,30,2019
11490,401,18,2017
11490,401,19,2016
11495,30,21,2020
11495,33,23,2019
11495,30,22,2018
11495,33,23,2017
11495,35,25,2016
11496,901,191,2020
11496,901,193,2019
11497,901,191,2020
11503,401,115,2020
11503,401,117,2019
11503,301,96,2018
11503,301,100,2017
11503,301,99,2016
11511,301,95,2020
11511,301,95,2019
11511,201,70,2018
11511,201,71,2017
11511,201,72,2016
11512,101,9,2020
11512,101,9,2019
11512,101,9,2018
11512,101,10,2017
11512,101,9,2016
11513,901,2,2019
11514,401,115,2020
11514,401,117,2019
11514,401,118,2018
11514,401,120,2017
11517,801,46,2020
11517,501,31,2019
11518,701,22,2019
11519,301,95,2020
11519,301,95,2019
11519,301,96,2018
11519,201,71,2017
11519,301,99,2016
11520,901,28,2020
11520,801,30,2019
11521,60,1,2020
11521,59,1,2019
11521,62,1,2018
11521,62,1,2017
11521,67,1,2016
11522,301,2,2020
11522,301,2,2019
11522,301,2,2018
11522,301,2,2017
11522,301,2,2016
11523,151,6,2020
11523,151,6,2019
11523,151,7,2018
11523,151,6,2017
11523,201,7,2016
11524,501,4,2020
11524,301,2,2019
11524,401,3,2017
11524,401,3,2016
11525,401,10,2020
11525,401,8,2019
11526,9,2,2020
11526,7,2,2019
11526,7,2,2018
11526,7,2,2017
11526,7,2,2016
11527,801,48,2019
11528,201,4,2020
11528,201,4,2019
11528,201,2,2018
11528,151,1,2017
11528,151,1,2016
11529,501,18,2020
11529,601,25,2019
11529,401,11,2018
11529,401,13,2017
11529,401,12,2016
11530,65,4,2020
11531,151,8,2019
11531,151,7,2018
11531,151,7,2017
11531,151,7,2016
11532,37,1,2019
11532,42,2,2018
11532,41,2,2017
11532,46,2,2016
11533,501,18,2020
11533,601,25,2019
11533,401,11,2018
11533,401,12,2016
11534,901,6,2019
11535,401,11,2020
11535,301,9,2019
11535,301,9,2018
11535,301,8,2017
11535,301,9,2016
11536,19,15,2020
11536,17,14,2019
11536,16,14,2018
11536,17,14,2017
11536,18,15,2016
11538,401,11,2020
11538,401,11,2019
11538,401,12,2016
11614,151,1,2020
11614,151,1,2019
11614,201,2,2018
11614,201,3,2017
11614,201,3,2016
11615,96,41,2020
11618,89,39,2019
11618,90,42,2018
11618,68,35,2017
11618,70,37,2016
11621,501,37,2020
11622,801,27,2020
11622,701,28,2019
11624,301,2,2020
11624,301,2,2019
11624,301,2,2018
11624,301,2,2017
11624,301,2,2016
11625,501,37,2020
11625,601,44,2019
11626,401,25,2020
11626,401,28,2019
11626,401,27,2017
11626,401,28,2016
11627,401,3,2020
11627,401,3,2019
11627,401,3,2018
11633,301,14,2016
11634,601,21,2020
11634,601,21,2019
11636,501,31,2020
11636,501,31,2019
11636,401,27,2017
11636,401,28,2016
11637,701,25,2020
11637,701,22,2019
11638,501,18,2020
11638,601,22,2019
11639,801,182,2020
11639,601,156,2019
11642,151,57,2020
11642,151,59,2019
11642,151,59,2018
11642,101,49,2017
11642,101,51,2016
11643,501,18,2020
11643,501,17,2019
11643,301,8,2017
11643,401,12,2016
11644,501,31,2020
11644,501,31,2019
11644,401,29,2018
11644,401,27,2017
11644,401,28,2016
11650,701,23,2020
11650,601,18,2019
11651,701,31,2020
11651,901,43,2019
11652,601,25,2020
11652,701,32,2019
11652,401,12,2016
11653,901,13,2020
11653,901,12,2019
11656,401,10,2020
11656,501,14,2019
11656,401,8,2018
11656,301,4,2017
11656,301,4,2016
11657,101,1,2020
11657,101,1,2019
11657,151,1,2018
11657,151,1,2017
11657,101,1,2016
11658,301,13,2020
11658,301,13,2019
11658,301,13,2018
11658,301,12,2017
11658,401,17,2016
11659,701,23,2020
11659,801,30,2019
11661,201,23,2020
11661,301,28,2019
11661,401,36,2018
11662,73,5,2020
11662,101,5,2019
11662,101,4,2018
11662,101,3,2017
11662,101,3,2016
11663,501,2,2020
11663,501,2,2019
11663,401,2,2018
11663,401,1,2017
11663,401,1,2016
11665,401,10,2020
11665,401,8,2019
11666,601,85,2020
11667,601,21,2020
11667,701,22,2019
11668,601,25,2020
11668,501,17,2019
11670,801,8,2020
11670,801,8,2019
11672,501,24,2020
11672,501,24,2019
11673,901,6,2020
11673,901,6,2019
11674,301,95,2020
11674,301,95,2019
11674,301,96,2018
11674,301,100,2017
11674,301,99,2016
11684,201,66,2020
11684,201,67,2019
11684,201,70,2018
11684,201,71,2017
11684,201,72,2016
11686,101,9,2020
11686,101,9,2019
11686,101,9,2018
11686,101,10,2017
11686,101,9,2016
11687,61,32,2020
11687,55,32,2019
11687,60,33,2018
11687,54,33,2017
11687,49,31,2016
11688,301,4,2020
11688,301,5,2019
11688,301,5,2018
11688,301,5,2017
11688,301,5,2016
11692,801,30,2020
11692,701,28,2019
11694,701,2,2019
11695,301,29,2020
11695,301,27,2019
11695,301,29,2018
11695,301,29,2017
11695,301,29,2016
11698,901,60,2020
11698,901,56,2019
11699,101,6,2020
11699,101,4,2019
11699,101,4,2018
11699,101,4,2017
11699,101,4,2016
11700,401,35,2020
11700,601,44,2019
11701,301,20,2020
11701,301,22,2019
11701,301,21,2018
11701,301,23,2017
11701,401,28,2016
11702,301,29,2020
11702,301,27,2019
11702,301,29,2018
11702,301,29,2017
11702,401,34,2016
11703,151,16,2020
11703,151,17,2019
11703,201,22,2018
11703,201,21,2017
11703,201,22,2016
11704,74,4,2020
11704,80,5,2019
11704,68,3,2018
11704,83,4,2017
11704,82,5,2016
11705,601,1,2020
11705,601,2,2019
11706,801,8,2020
11706,901,11,2019
11707,501,4,2020
11707,501,6,2019
11708,401,1,2020
11708,301,1,2019
11708,301,1,2018
11708,301,1,2017
11708,401,1,2016
11709,201,9,2020
11709,201,9,2019
11709,201,10,2018
11709,201,11,2017
11709,201,9,2016
11710,201,9,2020
11710,201,9,2019
11710,301,16,2018
11710,301,15,2017
11711,301,15,2016
11712,301,1,2020
11712,301,1,2019
11712,301,1,2018
11712,301,1,2017
11712,301,1,2016
11713,201,66,2020
11713,201,67,2019
11713,201,70,2018
11713,201,71,2017
11713,301,99,2016
11714,601,155,2020
11714,801,182,2019
11715,601,155,2020
11715,701,172,2019
11716,901,6,2020
11716,901,6,2019
11717,601,155,2020
11717,801,182,2019
11719,23,1,2020
11719,24,1,2019
11719,23,1,2018
11719,23,1,2017
11719,27,1,2016
11720,301,13,2020
11720,201,10,2019
11720,201,9,2018
11720,301,15,2017
11721,901,28,2020
11722,801,25,2020
11722,901,34,2019
11723,401,11,2020
11723,401,11,2019
11724,601,25,2020
11724,601,25,2019
11724,401,13,2017
11725,501,4,2020
11725,601,4,2019
11726,201,8,2020
11726,201,8,2019
11726,201,8,2018
11726,201,8,2017
11726,201,7,2016
11727,151,8,2020
11727,151,8,2019
11727,151,8,2018
11727,151,8,2017
11727,151,9,2016
11729,201,4,2020
11729,201,4,2019
11729,201,2,2018
11729,201,3,2017
11729,201,3,2016
11730,301,2,2020
11730,301,2,2019
11730,301,2,2018
11730,401,3,2017
11730,401,3,2016
11731,401,11,2020
11731,401,12,2019
11731,301,11,2017
11731,301,12,2016
11732,801,39,2020
11732,801,37,2019
11733,301,20,2020
11733,201,11,2019
11733,201,15,2018
11733,201,16,2017
11733,201,15,2016
11734,501,12,2020
11734,501,12,2019
11734,401,9,2018
11735,701,31,2020
11735,801,37,2019
11736,101,42,2020
11736,101,46,2019
11736,101,47,2018
11736,101,49,2017
11736,100,50,2016
11737,201,2,2020
11737,201,2,2019
11737,401,8,2018
11737,401,8,2017
11737,401,10,2016
11738,801,31,2020
11738,801,28,2019
11739,301,95,2020
11739,301,95,2019
11739,301,96,2018
11739,301,100,2017
11739,301,99,2016
11740,501,18,2020
11741,601,21,2020
11741,401,20,2019
11741,401,19,2016
11742,801,11,2020
11742,701,10,2019
11743,301,13,2020
11743,301,13,2019
11743,301,13,2018
11743,301,12,2017
11743,201,7,2016
11744,151,1,2020
11744,151,1,2019
11744,151,1,2018
11744,151,1,2017
11744,151,1,2016
11745,501,14,2020
11745,601,18,2019
11746,151,57,2020
11746,151,59,2019
11746,151,59,2018
11746,151,61,2017
11746,151,62,2016
11748,151,8,2019
11748,101,5,2018
11748,101,5,2017
11748,101,4,2016
11749,301,1,2020
11749,401,2,2019
11749,301,1,2018
11749,301,1,2017
11749,401,1,2016
11750,101,9,2020
11750,101,9,2019
11750,101,9,2018
11750,101,10,2017
11750,151,16,2016
11751,16,13,2020
11751,14,12,2019
11751,14,12,2018
11751,13,11,2017
11751,15,13,2016
11753,151,6,2020
11753,151,6,2019
11753,151,7,2018
11753,201,9,2017
11753,201,7,2016
11757,301,16,2019
11757,401,22,2018
11757,301,15,2017
11757,301,15,2016
11758,32,23,2020
11758,27,19,2019
11758,28,21,2018
11758,28,21,2017
11758,28,21,2016
11759,401,117,2019
11766,601,155,2020
11766,401,118,2018
11776,201,9,2020
11776,201,9,2019
11776,201,10,2018
11776,201,11,2017
11776,301,15,2016
11777,201,11,2020
11777,201,11,2019
11777,151,8,2018
11777,151,8,2017
11777,151,9,2016
11778,801,46,2020
11779,501,134,2020
11779,401,117,2019
11779,401,118,2018
11779,401,120,2017
11779,401,120,2016
11780,901,34,2020
11780,901,34,2019
11781,201,21,2020
11781,301,27,2019
11781,301,29,2018
11781,201,21,2017
11781,201,22,2016
11782,401,1,2020
11782,401,1,2019
11782,401,1,2016
11783,401,10,2020
11783,401,8,2019
11784,56,2,2020
11784,61,3,2019
11784,54,2,2018
11784,58,2,2017
11784,54,3,2016
11785,501,14,2020
11785,401,8,2019
11786,301,6,2020
11786,401,8,2019
11786,301,5,2018
11786,401,8,2017
11786,401,10,2016
11792,801,2,2020
11792,801,2,2019
11793,901,1,2020
11793,801,1,2019
11798,801,30,2020
11798,801,31,2019
11801,201,1,2020
11801,201,1,2019
11801,201,1,2018
11801,201,1,2017
11801,201,1,2016
11802,701,9,2020
11802,501,9,2019
11803,99,5,2020
11803,101,4,2019
11803,151,7,2018
11803,151,7,2017
11804,701,23,2020
11805,101,3,2020
11805,151,3,2019
11805,151,3,2018
11805,151,4,2017
11805,151,3,2016
11813,77,3,2020
11813,62,2,2019
11813,63,2,2018
11813,63,2,2017
11813,60,2,2016
11815,701,5,2020
11815,701,6,2019
11826,401,115,2020
11826,401,117,2019
11826,401,118,2018
11826,401,120,2016
11832,52,1,2020
11832,49,1,2019
11832,51,1,2018
11832,47,1,2017
11832,65,1,2016
11896,101,5,2019
11896,101,5,2018
11896,101,5,2017
11896,101,4,2016
11915,62,33,2020
11915,55,32,2019
11915,50,31,2018
11915,52,31,2017
11915,60,34,2016
11932,801,8,2020
11932,901,11,2019
11946,501,17,2019
11954,901,32,2020
11955,401,3,2020
11955,301,2,2019
11955,301,2,2018
11955,301,2,2017
11955,301,2,2016
11961,301,4,2020
11961,301,4,2019
11961,301,4,2018
11961,401,4,2017
11961,401,4,2016
11966,701,1,2020
11966,601,1,2019
11999,201,66,2020
11999,201,67,2019
11999,201,70,2018
11999,201,71,2017
11999,201,72,2016
12006,201,66,2020
12006,201,67,2019
12006,201,70,2018
12006,301,100,2017
12006,301,99,2016
12020,401,11,2020
12020,501,17,2019
12020,401,11,2018
12020,401,13,2017
12020,401,12,2016
12027,101,5,2020
12028,301,6,2020
12028,201,5,2019
12028,201,5,2018
12028,201,5,2017
12028,201,5,2016
12153,701,10,2020
12161,151,8,2020
12163,401,115,2020
12163,401,117,2019
12163,401,120,2016
12186,801,4,2020
12186,801,6,2019
12190,601,18,2020
12190,501,15,2019
12190,401,13,2018
12190,401,13,2016
12205,301,95,2020
12205,301,95,2019
12205,301,96,2018
12205,401,120,2017
12205,401,120,2016
12208,23,18,2020
12208,22,18,2019
12208,20,16,2018
12208,20,16,2017
12208,23,17,2016
12226,501,134,2020
12226,401,117,2019
12226,401,118,2018
12226,301,100,2017
12226,301,99,2016
12238,93,1,2020
12238,101,2,2019
12238,101,3,2018
12238,101,2,2017
12238,101,3,2016
12247,501,72,2020
12247,601,73,2019
12284,401,115,2020
12284,401,117,2019
12284,401,118,2018
12284,401,120,2017
12284,401,120,2016
12323,301,16,2020
12328,201,10,2020
12328,201,10,2019
12328,201,10,2018
12328,201,9,2017
12328,201,7,2016
12397,901,191,2020
12397,901,193,2019
12440,901,191,2020
12440,901,193,2019
12454,901,7,2019
12455,151,14,2020
12455,151,9,2019
12455,201,13,2018
12455,201,10,2017
12455,301,19,2016
12456,301,33,2020
12456,301,28,2019
12456,301,24,2018
12456,401,34,2017
12456,401,32,2016
12480,101,7,2020
12481,601,85,2020
12482,201,23,2020
12482,201,18,2019
12482,301,24,2018
12482,301,19,2017
12482,201,10,2016
12483,201,10,2017
12483,151,7,2016
12484,151,9,2019
12484,151,8,2018
12485,401,50,2020
12485,601,73,2019
12510,11,9,2020
12510,11,9,2019
12510,12,10,2018
12510,11,9,2017
12510,11,9,2016
12512,701,23,2019
12513,501,72,2020
12513,501,59,2019
12514,901,132,2020
12514,801,107,2019
12528,201,66,2020
12528,201,67,2019
12528,301,96,2018
12528,201,71,2017
12528,201,72,2016
12540,501,12,2020
12540,601,16,2019
12542,801,25,2020
12542,701,23,2019
12543,901,34,2019
12544,201,2,2020
12544,201,3,2019
12544,301,6,2018
12544,201,2,2017
12544,201,4,2016
12551,401,19,2020
12551,501,19,2019
12558,801,121,2020
12558,801,107,2019
12564,901,5,2020
12564,901,5,2019
12569,801,121,2020
12569,801,107,2019
12570,901,132,2020
12571,58,3,2020
12571,70,3,2019
12571,67,3,2018
12571,101,3,2017
12571,101,3,2016
12572,501,72,2020
12572,501,59,2019
12573,301,33,2020
12573,401,40,2019
