,instname,city,zip,tuition01,tuition02,tuition03,nettuition01,net_student_tuition,private03,stable_operating_rev,total03_revenue,total_enrollment,total_enrollment_amin_tot,total_enrollment_asian_tot,total_enrollment_black_tot,total_enrollment_hisp_tot,total_enrollment_white_tot,total_enrollment_multi_tot,total_enrollment_unkn_tot,total_enrollment_nonres_tot,total_executive_admin_managerial,total_faculty_all,full_time_employees,all_employees,salarytotal
550,Careers Unlimited,Tyler,75702,,,195382.0,195382.0,4761.0,,217481.0,217481.0,47.0,0.0,0.0,35.0,0.0,10.0,,0.0,0.0,,,,,
551,East Texas Baptist University,Marshall,75670-149,,,8802681.0,5424178.0,3168060.0,5942450.0,9260350.0,19657500.0,1301.0,10.0,3.0,75.0,43.0,1130.0,,0.0,40.0,9.0,96.0,187.0,246.0,2322939.0
552,DIANES SCHOOL OF MODELING,AMARILLO,79102,,,,,,,,,,,,,,,,,,,,,,
553,Del Mar College,Corpus Christi,78404-389,,,8009007.0,7556848.0,1528293.0,,55367587.0,60824524.0,9968.0,10.0,118.0,179.0,5244.0,4273.0,,0.0,144.0,30.0,662.0,637.0,1116.0,11277283.0
554,University of Dallas,Irving,75062-473,,,31680452.0,23845208.0,22937420.0,7352538.0,31797208.0,50276872.0,3211.0,18.0,178.0,198.0,286.0,2003.0,,121.0,407.0,6.0,304.0,278.0,621.0,5779076.0
555,Dallas Theological Seminary,Dallas,75204,,,6969810.0,5667352.0,5667352.0,11718347.0,8864748.0,22458380.0,1585.0,3.0,104.0,152.0,24.0,1058.0,,117.0,127.0,13.0,69.0,214.0,398.0,2593702.0
556,Dallas Institute of Funeral Service,Dallas,75227-431,,,967843.0,967843.0,649434.0,,1162285.0,1162285.0,,,,,,,,,,,,,,
557,Dallas County Community College District,Dallas,75202,,,1160314.0,1157741.0,1157741.0,,43661752.0,43664325.0,,,,,,,,,,,,,,
558,Dallas Christian College,Dallas,75234-729,,,1766324.0,1534137.0,1316794.0,820093.0,2464058.0,3063498.0,253.0,0.0,0.0,38.0,18.0,186.0,,0.0,8.0,7.0,31.0,31.0,79.0,214000.0
559,Dallas Baptist University,Dallas,75211-929,,,24443068.0,20918492.0,19817660.0,3500662.0,23537581.0,30240646.0,3921.0,117.0,76.0,786.0,250.0,2256.0,,219.0,217.0,20.0,87.0,272.0,301.0,3436876.0
560,CRISWELL COLLEGE,DALLAS,75246,,,,,,,,,,,,,,,,,,,,,,
561,Court Reporting Institute-Wheeler Institute of Texas,Dallas,75247,,,2451330.0,2451330.0,1837193.0,,2778966.0,3366218.0,463.0,0.0,8.0,123.0,93.0,239.0,,0.0,0.0,6.0,16.0,23.0,43.0,210475.0
562,COTHRON AVIATION INC,ARLINGTON,76018,,,,,,,,,,,,,,,,,,,,,,
563,Texas A & M University-Corpus Christi,Corpus Christi,78412-550,,,16719887.0,14783793.0,9637413.0,1885159.0,70108830.0,77470760.0,6604.0,39.0,135.0,202.0,2538.0,3611.0,,0.0,79.0,44.0,360.0,694.0,856.0,9896607.0
564,North Central Texas College,Gainesville,76240-469,,,3703719.0,3572438.0,1749980.0,100000.0,16773198.0,18616346.0,4257.0,51.0,80.0,209.0,255.0,3585.0,,0.0,77.0,20.0,250.0,180.0,369.0,2909939.0
565,PACE TRAVEL SCHOOL,AUSTIN,78768-4903,,,,,,,,,,,,,,,,,,,,,,
566,Conlee's College of Cosmetology,Kerrville,78028-445,,,61774.0,61123.0,25715.0,,133207.0,139069.0,33.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
567,Concordia University at Austin,Austin,78705-279,,,6659893.0,5368893.0,4323863.0,1925559.0,7807373.0,9920679.0,770.0,3.0,4.0,39.0,94.0,559.0,,52.0,19.0,7.0,77.0,93.0,140.0,1200405.0
568,Concordia University Texas,Austin,78705-2799,,,14543941.0,10731571.0,8669628.0,1460274.0,14912929.0,16071633.0,1211.0,3.0,17.0,103.0,189.0,755.0,,143.0,1.0,26.0,170.0,126.0,272.0,1441641.0
569,Concordia University-Texas,Austin,78726,,,33781557.0,26838221.0,21326042.0,2325626.0,31733410.0,34676578.0,2573.0,12.0,58.0,479.0,538.0,1298.0,0.0,187.0,1.0,,,,,3060800.0
570,CLERICAL ART SCHOOL,HOUSTON,77057,,,,,,,,,285.0,0.0,38.0,72.0,74.0,99.0,,0.0,0.0,,,,,
571,Clarendon College,Clarendon,79226,,,762347.0,697638.0,87573.0,66582.0,4381865.4921875,5174013.0,837.0,8.0,3.0,74.0,76.0,670.0,,0.0,6.0,10.0,61.0,63.0,105.0,909987.0
572,CITIZEN MEDICAL CENTER SCHOOL OF RADIOLOGICAL TECH,VICTORIA,77901,,,,,,,,,,,,,,,,,,,,,,
573,Cisco Junior College,Cisco,76437,,,2595997.0,2169237.0,463830.0,3500.0,9511137.0,11721474.0,2636.0,16.0,36.0,259.0,355.0,1935.0,,0.0,35.0,7.0,140.0,137.0,210.0,2176222.0
574,Cisco College,Cisco,76437,,,6976223.0,6134520.0,1040495.0,466211.0,17757122.0,17654467.0,3759.0,15.0,44.0,321.0,677.0,2617.0,,44.0,41.0,,,,,2929918.0
575,Institute of Cosmetology & Esthetics,Houston,77036-212,,,254006.0,254006.0,142487.0,,371262.0,482781.0,72.0,0.0,28.0,12.0,0.0,0.0,,0.0,2.0,,,,,
576,CHRIST FOR THE NATIONS INSTITUTE,DALLAS,75224,,,,,,,,,,,,,,,,,,,,,,
577,Charles and Sues School of Hair Design,Bryan,77802,,,378071.0,378071.0,297502.0,,534088.0,470043.0,31.0,0.0,0.0,8.0,6.0,0.0,,0.0,0.0,,,,,
578,Central Texas College,Killeen,76549-419,,,12327415.0,11920530.0,7353314.0,,64122519.0,68793200.0,14636.0,158.0,564.0,4313.0,1948.0,6982.0,,567.0,104.0,74.0,1454.0,695.0,2155.0,5790547.0
579,Cedar Valley College,Lancaster,75134-379,,,2221233.0,2177419.0,837759.0,13261.0,14861457.0,16021179.0,2977.0,14.0,42.0,1364.0,264.0,1241.0,,45.0,7.0,27.0,240.0,176.0,511.0,2282202.0
580,Capitol City Careers,Austin,78735,,,892712.0,892712.0,716432.0,,933868.0,909406.0,103.0,0.0,0.0,0.0,27.0,65.0,,0.0,0.0,,,,,
581,EURO HAIR SCHOOL,DALLAS,75217,,,363511.0,363511.0,20219.0,,556561.0,556561.0,96.0,0.0,2.0,18.0,65.0,11.0,,0.0,0.0,,,,,
582,Brookhaven College,Farmers Branch,75244-499,,,7010951.0,6872228.0,5154622.0,102000.0,27218484.0,28884944.0,7381.0,50.0,691.0,811.0,1320.0,4194.0,,51.0,264.0,27.0,725.0,290.0,1235.0,4664416.0
583,Brazosport College,Lake Jackson,77566-319,,,4457153.0,4235057.0,3445213.05273438,73177.0,15454255.0,16603686.0,3686.0,21.0,41.0,266.0,838.0,2503.0,,0.0,17.0,17.0,179.0,158.0,367.0,2741093.0
584,BRAZOSPORT BEAUTY COLLEGE,FREEPORT,77541,,,,,,,,,,,,,,,,,,,,,,
585,Bradford School of Business,Houston,77027,,,2279975.0,1909170.0,1538365.0,,2117345.0,2488150.0,196.0,0.0,5.0,33.0,127.0,0.0,,0.0,0.0,,,,,
586,Vet Tech Institute of Houston,Houston,77027,,,3577349.0,3561849.0,2746849.0,,3852179.0,3867679.0,134.0,0.0,1.0,13.0,47.0,73.0,0.0,0.0,0.0,4.0,11.0,18.0,21.0,352245.0
587,Remington College-Dallas Campus,Garland,75041,,,4044897.0,4044897.0,3068138.0,,4044897.0,4044897.0,407.0,0.0,15.0,155.0,96.0,141.0,,0.0,0.0,5.0,28.0,41.0,59.0,520415.0
588,Blinn College,Brenham,77833-409,,,14611070.0,13735658.0,10383115.0,410853.0,42481506.0,47054204.0,11352.0,34.0,131.0,852.0,1036.0,9087.0,,0.0,212.0,27.0,558.0,464.0,882.0,7998489.0
589,Coastal Bend College,Beeville,78102,,,3228787.0,2969434.0,-59527.0,101865.0,15262366.0,18753692.0,3080.0,15.0,16.0,183.0,1802.0,1044.0,,16.0,4.0,14.0,130.0,226.0,289.0,3468067.0
590,Baylor University,Waco,76798,,,145400000.0,119604000.0,106595000.0,55425000.0,173240000.0,285316992.0,13334.0,64.0,648.0,731.0,936.0,10225.0,,390.0,340.0,151.0,1337.0,1596.0,2352.0,38974123.0
591,Baylor College of Medicine,Houston,77030-349,,,11859132.0,6972665.0,6972665.0,182602752.0,515808069.0,962259456.0,1186.0,5.0,232.0,64.0,93.0,644.0,,6.0,142.0,597.0,2806.0,4985.0,7229.0,
592,Texas A & M University System Health Science Center,College Station,77840,,,5344077.0,5039659.0,3911767.0,5595564.0,76918475.0,84235008.0,507.0,3.0,104.0,16.0,41.0,315.0,,0.0,28.0,75.0,331.0,760.0,971.0,7138119.0
593,Texas A&M Health Science Center,College Station,77840,,,8703070.0,7715320.0,6911296.0,5695000.0,127304589.0,137042016.0,1169.0,4.0,199.0,68.0,135.0,662.0,,16.0,85.0,72.0,425.0,928.0,1171.0,12815216.0
594,BARBIZON SCHOOL OF MODELING,FT WORTH,76132,,,,,,,,,,,,,,,,,,,,,,
595,Baptist Missionary Association Theological Seminary,Jacksonville,75766-540,,,73144.0,73144.0,68303.0,30103.0,113425.0,685406.0,50.0,2.0,0.0,4.0,3.0,38.0,,0.0,3.0,4.0,7.0,13.0,16.0,
596,Baptist Health System School of Health Professions,San Antonio,78205-111,,,,,,,,,,,,,,,,,,2.0,32.0,31.0,36.0,
597,Baldwin Beauty School 5,Austin,78704-478,,,174648.0,174648.0,110657.0,,348926.0,348926.0,,,,,,,,,,,,,,
598,Baldwin Beauty School-South Austin,Austin,78704-4785,,,291715.0,291715.0,55499.0,,599903.0,836119.0,92.0,0.0,1.0,1.0,31.0,57.0,0.0,2.0,0.0,1.0,5.0,12.0,12.0,
599,Austin Presbyterian Theological Seminary,Austin,78705-579,,,1180716.0,1180716.0,1180716.0,1650606.0,1697720.0,9547865.0,296.0,0.0,0.0,26.0,4.0,249.0,,0.0,15.0,16.0,24.0,59.0,69.0,829314.0
600,Austin Community College,Austin,78752,,,32022102.0,31931018.0,23646205.0,309847.0,101242548.0,107793688.0,26135.0,188.0,1515.0,1664.0,5181.0,17236.0,,20.0,331.0,30.0,378.0,999.0,1110.0,16646796.0
601,Austin Community College District,Austin,78752,,,48514000.0,43540948.0,28219605.0,52159.0,154716680.0,169442432.0,31908.0,231.0,1596.0,2383.0,7456.0,19097.0,,493.0,652.0,36.0,1478.0,1300.0,2469.0,25149802.0
602,Austin College,Sherman,75090-440,,,18944764.0,12045705.0,11217146.0,5854132.0,18921373.0,43592264.0,1257.0,10.0,98.0,55.0,78.0,992.0,,0.0,24.0,37.0,106.0,276.0,314.0,4243671.0
603,Art Institute of Houston,Houston,77056-419,,,19683627.0,19683627.0,18307421.0,,21587936.0,21587936.0,1679.0,14.0,92.0,170.0,394.0,885.0,,120.0,4.0,32.0,115.0,136.0,221.0,1084753.0
604,The Art Institute of Houston,Houston,77056-4197,,,26440793.0,25530597.0,23033389.0,,27800561.0,30594857.0,1657.0,6.0,61.0,159.0,335.0,612.0,,484.0,0.0,32.0,72.0,153.0,179.0,1755142.0
605,Arlington Career Institute,Grand Prairie,75050,,,1454043.0,1454043.0,1247042.0,,1762680.0,1555679.0,283.0,0.0,0.0,55.0,61.0,163.0,,0.0,0.0,,,,,
606,Arlington Baptist College,Arlington,76012-342,,,645580.0,525604.0,387404.0,601140.0,1143206.29101563,1584345.0,227.0,0.0,1.0,10.0,6.0,210.0,,0.0,0.0,5.0,19.0,18.0,46.0,152630.0
607,Angelo State University,San Angelo,76909,,,15080648.0,10308512.0,6060167.0,502989.0,53581155.0,66462484.0,6220.0,20.0,67.0,316.0,1176.0,4572.0,,0.0,69.0,38.0,276.0,502.0,580.0,8968064.0
608,Angelina College,Lufkin,75904,,,3037482.0,2349601.0,-919056.0,218897.0,17347950.0,21619800.0,4187.0,41.0,25.0,598.0,325.0,3191.0,,0.0,0.0,12.0,278.0,199.0,433.0,4206836.0
609,ANDERSON COUNTY BEAUTY COLLEGE,PALESTINE,75801,,,531718.0,531718.0,-34736.0,,1242811.0,1406917.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
610,ATI Technical Training Center,Dallas,75235,,,10348771.0,10348771.0,7861873.0,,10348771.0,10348771.0,181.0,1.0,6.0,75.0,50.0,49.0,,0.0,0.0,,,,,
611,UNIVERSITY OF CENTRAL TEXAS,KILLEEN,765401416,,,,,,,,,,,,,,,,,,,,,,
612,AMERICAN INSPECTORS INSTITUTE,DALLAS,75244,,,,,,,,,,,,,,,,,,,,,,
613,American Commercial College of Texas,Odessa,79762,,,2320868.0,2320868.0,800727.0,,4838172.0,4134017.0,89.0,0.0,0.0,0.0,45.0,35.0,,0.0,0.0,,,,,
614,American Commercial College-Odessa,Odessa,79762,,,866081.0,866081.0,476258.0,,866081.0,1261817.0,92.0,0.0,0.0,3.0,54.0,35.0,,0.0,0.0,,,,,
615,American Commercial College-Abilene,Abilene,79602,,,1272760.0,1272760.0,-146144.0,,1272760.0,2698098.0,157.0,0.0,0.0,29.0,67.0,61.0,0.0,0.0,0.0,,,,,
616,American Commercial College-Lubbock,Lubbock,79411,,,1161137.0,1161137.0,-237357.0,,1161137.0,2565749.0,181.0,0.0,1.0,34.0,44.0,86.0,16.0,0.0,0.0,,,,,
617,American Commercial College-San Angelo,San Angelo,76904,,,993529.0,993529.0,44673.0,,993529.0,1947028.0,229.0,0.0,1.0,17.0,103.0,96.0,12.0,0.0,0.0,,,,,
618,AMERICAN BEAUTY COLLEGE,SAN ANTONIO,78218,,,189700.0,189700.0,97978.0,,186686.0,186686.0,37.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
619,Amberton University,Garland,75041-559,,,4445953.0,4438303.0,4438303.0,55.0,4763846.0,4943076.0,1648.0,17.0,20.0,510.0,98.0,955.0,,48.0,0.0,11.0,55.0,36.0,84.0,594095.0
620,Alvin Community College,Alvin,77511-489,,,3832142.0,3685826.0,2276579.0,,21269810.0,22421672.0,3782.0,15.0,46.0,356.0,600.0,2682.0,,68.0,15.0,10.0,241.0,216.0,406.0,3611811.0
621,ALLEGRO TRAVEL SCHOOL,HOUSTON,77027,,,,,,,,,,,,,,,,,,,,,,
622,AUSTIN INSTITUTE OF REAL ESTATE,AUSTIN,78752,,,,,,,,,,,,,,,,,,,,,,
623,ACADEMY OF BARBERING,DALLAS,75216,,,,,,,,,,,,,,,,,,,,,,
624,Abilene Christian University,Abilene,79699,,,42107788.0,31525514.0,25626198.0,21756474.0,51816190.0,89988384.0,4650.0,21.0,31.0,220.0,230.0,3794.0,,136.0,218.0,12.0,226.0,615.0,651.0,9294679.0
625,VOGUE COLLEGE OF COSMETOLOGY 29,DEL RIO,78840,,,,,,,,,,,,,,,,,,,,,,
626,San Jacinto College-Central Campus,Pasadena,77501-200,,,16534042.0,15281647.0,9909000.0,,91843792.0,97733584.0,20133.0,107.0,1020.0,2008.0,4590.0,11823.0,,0.0,585.0,49.0,861.0,929.0,1910.0,18197281.0
627,San Jacinto Community College,Pasadena,77501-2007,,,34333480.0,32538476.0,8047441.0,,147092281.0,155867376.0,24322.0,68.0,1066.0,2505.0,7670.0,11160.0,,804.0,1049.0,71.0,1063.0,1038.0,2172.0,18844025.0
628,The University of Texas at Austin,Austin,78712,,,524056512.0,421861056.0,302967538.0,230914928.0,4152445008.0,4798180864.0,153214.0,685.0,11871.0,7021.0,49075.0,73978.0,,854.0,9730.0,2259.0,18943.0,37071.0,54799.0,349858491.0
629,Lamar University,Beaumont,77705,,,30459732.0,25813584.0,14786321.0,3425779.0,102270049.0,118824192.0,14461.0,70.0,433.0,3089.0,634.0,9944.0,,0.0,287.0,34.0,808.0,1336.0,1676.0,18646984.0
630,San Antonio College,San Antonio,78212-429,,,34110548.0,29753464.0,3781094.0,656302.0,147708629.0,177276656.0,33001.0,124.0,685.0,2572.0,17453.0,11945.0,,16.0,206.0,34.0,1029.0,1320.0,1687.0,27584857.0
631,North Harris Montgomery Community College District,The Woodlands,77381-439,,,21086108.0,19613200.0,11959025.0,,96947639.0,105342248.0,22113.0,101.0,1077.0,2251.0,2994.0,15008.0,,350.0,332.0,129.0,2117.0,945.0,4184.0,13470958.0
632,Lone Star College System,The Woodlands,77381-4399,,,54719118.0,54051821.0,28232611.0,,270986117.0,285935977.0,41345.0,171.0,2662.0,4681.0,9878.0,20219.0,,3109.0,625.0,,,,,41468123.0
633,Howard College,Big Spring,79720,,,2444498.0,1723630.0,-402780.0,335356.0,19187033.0,21813882.0,2252.0,5.0,19.0,128.0,602.0,1484.0,,1.0,10.0,21.0,151.0,242.0,366.0,3700042.0
634,Amarillo College,Amarillo,79109,,,6497607.0,6279955.0,2456786.0,1079408.0,42380942.0,47298416.0,8183.0,57.0,347.0,306.0,1470.0,5851.0,,132.0,20.0,54.0,215.0,624.0,624.0,8709439.0
635,ALADDIN BEAUTY COLLEGE,FT WORTH,76116,,,,,,,,,449.0,0.0,0.0,0.0,0.0,0.0,,386.0,0.0,,,,,
636,Capitol City Trade and Technical School,Austin,78704,,,2263981.0,2263981.0,1722298.0,,2439530.0,2381891.0,283.0,0.0,0.0,54.0,99.0,124.0,,0.0,0.0,,,,,
637,CENTRAL TEXAS COMMERCIAL COLLEGE,BROWNWOOD,76801-0000,,,1020663.0,1005663.0,802509.0,,1006663.0,1021663.0,137.0,0.0,0.0,0.0,72.0,0.0,,0.0,0.0,,,,,
638,Cosmetology Career Center LLC,Carrollton,75006,,,261254.0,261254.0,164917.0,,402730.0,402730.0,48.0,0.0,0.0,4.0,0.0,27.0,,0.0,0.0,,,,,
639,Career Point Institute,San Antonio,78201,,,5425841.0,5425841.0,3035072.0,,5986809.0,6119208.0,377.0,7.0,0.0,45.0,193.0,132.0,,0.0,0.0,,,,,
640,Career Point College,San Antonio,78201,,,17374384.0,17356409.0,10214821.0,,21553747.0,21571722.0,1012.0,17.0,2.0,256.0,324.0,391.0,,21.0,1.0,,,,,1001619.0
641,Jones Beauty College,Dallas,75229-373,,,177917.0,176717.0,135047.0,6350.0,183824.0,143635.0,112.0,0.0,65.0,0.0,46.0,0.0,,0.0,0.0,,,,,
642,Tint School of Makeup and Cosmetology-Dallas,Dallas,75229-3734,,,997486.0,997486.0,700348.0,,1043119.0,745981.0,195.0,5.0,1.0,24.0,140.0,14.0,0.0,11.0,0.0,1.0,11.0,7.0,15.0,
643,INTERNATIONAL AVIATION AND TRAVEL ACADEMY,ARLINGTON,76018-1110,,,4140257.0,4140257.0,3548458.0,,4555942.0,5157818.0,560.0,4.0,35.0,93.0,101.0,288.0,,34.0,5.0,,,,,
644,International Business College,El Paso,79907,,,4617866.0,4612466.0,3095511.0,,4675331.0,3163776.0,434.0,0.0,0.0,1.0,386.0,37.0,,7.0,3.0,,,,,
645,Franklin College,El Paso,79907,,,4827037.0,4827037.0,2929514.0,,4868790.0,4869980.0,695.0,2.0,2.0,12.0,627.0,25.0,0.0,27.0,0.0,22.0,39.0,54.0,76.0,462518.0
646,Jacksonville College-Main Campus,Jacksonville,75766-475,,,727742.0,374459.0,264624.0,971047.0,932119.0,2271914.0,267.0,0.0,1.0,35.0,12.0,210.0,,0.0,9.0,4.0,26.0,38.0,54.0,235709.0
647,MTI College of Business and Technology,Houston,77036-310,,,2619680.0,2619680.0,0.0,,6186639.46875,8486059.0,705.0,2.0,44.0,187.0,262.0,201.0,,7.0,0.0,21.0,54.0,99.0,127.0,616135.0
648,Ogle School of Hair Skin and Nails,Arlington,76013,,,2706195.0,2706195.0,2174896.0,,3125165.0,2257937.0,206.0,0.0,17.0,9.0,24.0,155.0,,1.0,0.0,,,,,
649,Ogle School of Hair Design,Arlington,76013,,,3384291.0,3384291.0,2711143.0,,6654383.0,6774552.0,484.0,10.0,17.0,49.0,53.0,347.0,,8.0,0.0,,,,,
650,Ogle School Hair Skin Nails,Arlington,76013-7400,,,5342178.0,5334278.0,3788754.0,,6012776.0,6020676.0,510.0,1.0,11.0,88.0,109.0,260.0,18.0,23.0,0.0,26.0,41.0,98.0,116.0,
651,Ogle School Hair Skin Nails-Arlington,Arlington,76013-7400,,,5586000.0,5586000.0,3666944.0,,6558000.0,6558000.0,462.0,2.0,15.0,107.0,103.0,220.0,9.0,6.0,0.0,,,,,
652,Olges School of Hair Design,Forth Worth,76133,,,4016378.0,4016378.0,2094459.0,,4998511.0,3371581.0,157.0,0.0,6.0,26.0,41.0,81.0,,0.0,0.0,,,,,
653,Ogle School of Hair Skin & Nails,Forth Worth,76133,,,3103542.0,3103542.0,2475004.0,,6051468.0,6051468.0,363.0,16.0,5.0,28.0,58.0,188.0,,67.0,1.0,,,,,
654,Ogle School Hair Skin Nails-Ft Worth,Forth Worth,76132-3638,,,6794000.0,6794000.0,4255808.0,,7743000.0,7743000.0,816.0,4.0,13.0,232.0,184.0,327.0,31.0,25.0,0.0,,,,,
655,Southwest School of Business and Technical Careers-San Antonio,San Antonio,78221-013,,,1505578.0,1505578.0,828655.0,,2159506.0,2159506.0,145.0,0.0,0.0,5.0,127.0,12.0,,0.0,0.0,,,,,
656,Texas Barber College and Hairstyling School 4,Houston,77063,,,1466424.0,1466424.0,1761.0,,1703985.0,1703985.0,259.0,0.0,1.0,209.0,34.0,14.0,,1.0,0.0,,,,,
657,Texas Barber Colleges and Hairstyling Schools,Houston,77063,,,2647686.0,2647686.0,504251.0,,3039307.0,5182742.0,438.0,0.0,1.0,361.0,56.0,11.0,,9.0,0.0,,,,,
658,Texas School of Business Inc,Houston,77073,,,8913984.0,8913984.0,6159228.0,,8921704.0,8130678.0,815.0,0.0,10.0,330.0,279.0,195.0,,0.0,0.0,,,,,
659,Texas School of Business-North,Houston,77073,,,28103600.0,27664279.0,19030134.0,,27664279.0,27117193.0,1654.0,1.0,15.0,324.0,376.0,312.0,7.0,619.0,0.0,,,,,344297.0
660,University of Cosmetology Arts and Sciences,McAllen,78504,,,233158.0,233158.0,-1146581.0,,674462.0,2054201.0,315.0,0.0,0.0,0.0,168.0,141.0,,0.0,0.0,,,,,
661,University of Cosmetology Arts & Sciences-McAllen,McAllen,78504,,,5679587.0,5679587.0,2940472.0,,6002907.0,6020953.0,640.0,0.0,1.0,1.0,626.0,8.0,0.0,1.0,3.0,10.0,26.0,46.0,58.0,
662,Central Texas Beauty College,Round Rock,78664-460,,,562817.0,562817.0,98948.0,,1036421.0,953191.0,178.0,0.0,0.0,47.0,28.0,80.0,,0.0,17.0,,,,,
663,Central Texas Beauty College-Round Rock,Round Rock,78664-4604,,,1150674.0,1150674.0,57759.0,,1424786.0,1368027.0,160.0,0.0,35.0,37.0,37.0,44.0,0.0,6.0,1.0,,,,,
664,Collin County Community College District,Plano,75093,,,9980622.0,9605408.0,8182529.0625,38329.0,64535250.25,66010104.0,12075.0,90.0,390.0,579.0,701.0,9006.0,,0.0,1309.0,57.0,856.0,618.0,1626.0,7371554.0
665,San Antonio College of Medical and Dental Assistants-Main,San Antonio,78216-189,,,7124635.0,7099022.0,476575.0,,3427765.0,7129376.0,1007.0,0.0,2.0,34.0,831.0,126.0,,12.0,0.0,,,,,
666,Kaplan Career Institute-San Antonio Campus,San Antonio,78216-1899,,,12220467.0,12219967.0,3686619.0,500.0,25162011.0,24701483.0,2269.0,0.0,7.0,76.0,1731.0,127.0,,328.0,0.0,,,,,
667,Kaplan College-San Antonio-San Pedro,San Antonio,78216-1899,,,34623193.0,34616018.0,22004902.0,,34616018.0,33565491.0,2250.0,3.0,9.0,136.0,1280.0,281.0,1.0,540.0,0.0,,,,,1263271.0
668,Aims Academy,Carrollton,75006,,,64557.0,64557.0,-336094.0,,965453.0,965453.0,46.0,1.0,0.0,8.0,3.0,34.0,,0.0,0.0,,,,,
669,SW School of Business and Technical Careers,Eagle Pass,78852-485,,,1143718.0,1143718.0,870220.0,,761005.0,487508.0,70.0,1.0,0.0,1.0,66.0,2.0,,0.0,0.0,,,,,
670,Houston Training School,Houston,77020,,,172600.0,172600.0,-947043.0,,330996.0,1450639.0,407.0,0.0,31.0,77.0,296.0,0.0,,0.0,0.0,,,,,
671,Houston Training School-Jacinto City,Houston,77026,,,4285259.0,4285259.0,712895.0,,4436308.0,4436308.0,463.0,0.0,3.0,141.0,315.0,4.0,0.0,0.0,0.0,,,,,
672,Milan Institute of Cosmetology-Amarillo,Amarillo,79103,,,10454320.0,10406820.0,6135947.0,,11935241.0,11982741.0,951.0,3.0,15.0,154.0,449.0,273.0,8.0,47.0,2.0,,,,,
673,Tri-State Cosmetology Institute 1,El Paso,79915-100,,,87017.0,39184.0,-667222.0,,309881.0,911281.0,138.0,0.0,0.0,0.0,121.0,0.0,,0.0,0.0,,,,,
674,Texas Careers,San Antonio,78213-375,,,3171581.0,3171581.0,1655126.0,,4688036.0,4688036.0,,,,,,,,,,,,,,
675,Texas College of Cosmetology,Abilene,79605,,,490957.0,490957.0,165989.0,,779295.0,779295.0,81.0,0.0,2.0,5.0,26.0,48.0,,0.0,0.0,,,,,
676,Texas College of Cosmetology-Abilene,Abilene,79605,,,998812.0,998812.0,208197.0,,1311407.0,1311650.0,162.0,0.0,0.0,12.0,62.0,88.0,0.0,0.0,0.0,,,,,
677,DeVry University-Texas,Irving,75063-243,,,27503159.0,27503159.0,24515601.0,,30925514.0,30965980.0,3033.0,18.0,213.0,781.0,429.0,1374.0,,180.0,38.0,35.0,288.0,165.0,389.0,2889573.0
