player_id,Pick,Round,Year,College,Conference,State,Coeficient
1052,169,5,2019,University of Wisconsin - Madison,Big Ten,WI,2
1312,169,5,2020,Temple University,AAC,PA,2
273,170,5,2016,Harvard University,Ivy League,MA,2
532,170,5,2017,University of South Florida,AAC,FL,2
1053,170,5,2019,University of Oklahoma,Big 12,OK,2
1313,170,5,2020,Texas Tech University,Big 12,TX,2
274,171,5,2016,University of Arkansas,SEC,AR,2
533,171,5,2017,University of Pittsburgh,ACC,PA,2
792,171,5,2018,Western Kentucky University,C-USA,KY,2
1054,171,5,2019,Auburn University,SEC,AL,2
1314,171,5,2020,University of Rhode Island,CAA,RI,2
275,172,5,2016,Colorado State University,MW,CO,2
534,172,5,2017,University of Georgia,SEC,GA,2
793,172,5,2018,The University of Alabama,SEC,AL,2
1055,172,5,2019,University of Washington,PAC-12,WA,2
1315,172,5,2020,New Mexico State University,WAC,NM,2
535,173,5,2017,University of Utah,PAC-12,UT,2
794,173,5,2018,Florida State University,ACC,FL,2
1056,173,5,2019,University of North Carolina at Greensboro,SoCon,NC,2
1316,173,5,2020,Tulane University,AAC,LA,2
277,174,5,2016,University of Mississippi,SEC,MS,2
536,174,5,2017,Drake University,PFL,IA,2
795,174,5,2018,University of South Florida,AAC,FL,2
1058,174,6,2019,California State University-Fresno,MW,CA,2
1317,174,5,2020,North Carolina State University - Raleigh,ACC,NC,2
278,175,5,2016,The University of Akron,MAC,OH,2
537,175,5,2017,Purdue University - West Lafayette,Big Ten,IN,2
797,175,6,2018,Texas A&M University,SEC,TX,2
1059,175,6,2019,Northern Illinois University,MAC,IL,2
1318,175,5,2020,"University of Minnesota, Twin Cities",Big Ten,MN,2
280,176,6,2016,University of Nebraska - Lincoln,Big Ten,MA,2
538,176,5,2017,University of Utah,PAC-12,UT,2
798,176,6,2018,University of Tennessee,SEC,TN,2
1060,176,6,2019,Stanford University,PAC-12,CA,2
1319,176,5,2020,University of Miami,ACC,FL,2
281,177,6,2016,South Carolina State University,MEAC,SC,2
539,177,5,2017,Louisiana Tech University,C-USA,LA,2
799,177,6,2018,Wake Forest University,ACC,NC,2
1061,177,6,2019,Rutgers University,Big Ten,NJ,2
1320,177,5,2020,University of Michigan-Ann Arbor,Big Ten,MI,2
282,178,6,2016,Georgia Institute of Technology,ACC,GA,2
540,178,5,2017,Louisiana State University - Baton Rouge,SEC,LA,2
800,178,6,2018,Arizona State University,PAC-12,AZ,2
1062,178,6,2019,Washington State University,PAC-12,WA,2
1321,178,5,2020,Wake Forest University,ACC,NC,2
283,179,6,2016,Texas A&M University,SEC,TX,2
541,179,5,2017,University of North Carolina at Greensboro,SoCon,NC,2
801,179,6,2018,Tulane University,AAC,LA,2
1063,179,6,2019,University of Georgia,SEC,GA,2
1322,179,5,2020,University of Utah,PAC-12,UT,2
542,180,5,2017,University of Miami,ACC,FL,2
802,180,6,2018,Central Connecticut State University,NEC,CT,2
1324,180,6,2020,University of Kansas,Big 12,KS,2
285,181,6,2016,The University of Montana,Big Sky Conference,MT,2
803,181,6,2018,University of Utah,PAC-12,UT,2
1065,181,6,2019,University of Miami,ACC,FL,2
1325,181,6,2020,California State University-Fresno,MW,CA,2
286,182,6,2016,Navy,Independent,VA,2
544,182,5,2017,University of Texas at El Paso,C-USA,TX,2
804,182,6,2018,Pennsylvania State University,Big Ten,PA,2
1066,182,6,2019,Texas A&M University,SEC,TX,2
1326,182,6,2020,University of Michigan-Ann Arbor,Big Ten,MI,2
287,183,6,2016,University of Oklahoma,Big 12,OK,2
545,183,5,2017,Georgia Southern University,SBC,GA,2
805,183,6,2018,Arizona State University,PAC-12,AZ,2
1067,183,6,2019,Vanderbilt University,SEC,TN,2
1327,183,6,2020,Pennsylvania State University,Big Ten,PA,2
288,184,6,2016,University of South Carolina,SEC,SC,2
546,184,5,2017,University of Nebraska - Lincoln,Big Ten,MA,2
806,184,6,2018,Florida State University,ACC,FL,2
1068,184,6,2019,Old Dominion University,C-USA,VA,2
1328,184,6,2020,Baylor University,Big 12,TX,2
289,185,6,2016,College of William and Mary,CAA,VA,2
548,185,6,2017,Florida State University,ACC,FL,2
807,185,6,2018,Clemson University,ACC,SC,2
1069,185,6,2019,University of Toledo,MAC,OH,2
1329,185,6,2020,Louisiana State University - Baton Rouge,SEC,LA,2
290,186,6,2016,Texas Tech University,Big 12,TX,2
549,186,6,2017,Virginia Polytechnic Institute and State University,ACC,VA,2
808,186,6,2018,Temple University,AAC,PA,2
1070,186,6,2019,"University of Maryland, College Park",Big Ten,MD,2
1330,186,6,2020,University of Notre Dame,ACC,IN,2
291,187,6,2016,Indiana State University,MVFC,IN,2
550,187,6,2017,University of Cincinnati,AAC,OH,2
809,187,6,2018,Clemson University,ACC,SC,2
1071,187,6,2019,University of Colorado Boulder,PAC-12,CO,2
1331,187,6,2020,University of Michigan-Ann Arbor,Big Ten,MI,2
292,188,6,2016,The University of Texas at San Antonio,C-USA,TX,2
551,188,6,2017,University of Louisiana at Lafayette,SBC,LA,2
810,188,6,2018,University of Louisiana at Lafayette,SBC,LA,2
1072,188,6,2019,West Virginia University,Big 12,WV,2
1332,188,6,2020,Georgia Southern University,SBC,GA,2
293,189,6,2016,Purdue University - West Lafayette,Big Ten,IN,2
552,189,6,2017,Tulane University,AAC,LA,2
811,189,6,2018,Boston College,ACC,MA,2
1073,189,6,2019,Southeast Missouri State University,OVC,MO,2
1333,189,6,2020,Oregon State University,PAC-12,OR,2
294,190,6,2016,University of Kentucky,SEC,KY,2
553,190,6,2017,University of Utah,PAC-12,UT,2
812,190,6,2018,The University of Texas at Austin,Big 12,TX,2
1074,190,6,2019,University of Arkansas,SEC,AR,2
1334,190,6,2020,University of Georgia,SEC,GA,2
295,191,6,2016,University of Michigan-Ann Arbor,Big Ten,MI,2
554,191,6,2017,Louisiana Tech University,C-USA,LA,2
813,191,6,2018,Texas Tech University,Big 12,TX,2
1075,191,6,2019,University of Wyoming,MW,WY,2
1335,191,6,2020,Texas A&M University,SEC,TX,2
296,192,6,2016,Texas Christian University,Big 12,TX,2
1076,192,6,2019,The University of Alabama,SEC,AL,2
1336,192,6,2020,University of Michigan-Ann Arbor,Big Ten,MI,2
297,193,6,2016,University of Arkansas,SEC,AR,1
556,193,6,2017,University of Oklahoma,Big 12,OK,1
815,193,6,2018,Indiana State University,MVFC,IN,1
1077,193,6,2019,Elon University,CAA,NC,1
1337,193,6,2020,Pennsylvania State University,Big Ten,PA,1
298,194,6,2016,Colorado State University,MW,CO,1
557,194,6,2017,Oklahoma State University,Big 12,OK,1
816,194,6,2018,Louisiana State University - Baton Rouge,SEC,LA,1
1078,194,6,2019,University of Notre Dame,ACC,IN,1
1338,194,6,2020,University of Nebraska - Lincoln,Big Ten,MA,1
299,195,6,2016,San Jose State University,MW,CA,1
558,195,6,2017,Boise State University,MW,ID,1
817,195,6,2018,Rutgers University,Big Ten,NJ,1
1079,195,6,2019,Central Michigan University,MAC,MI,1
1339,195,6,2020,Wake Forest University,ACC,NC,1
300,196,6,2016,Auburn University,SEC,AL,1
559,196,6,2017,University of Miami,ACC,FL,1
818,196,6,2018,University of Central Arkansas,ASUN,AR,1
1080,196,6,2019,Rutgers University,Big Ten,NJ,1
1340,196,6,2020,Temple University,AAC,PA,1
301,197,6,2016,Northwestern State University of Louisiana,SLC,LA,1
560,197,6,2017,University of Michigan-Ann Arbor,Big Ten,MI,1
819,197,6,2018,The University of Alabama,SEC,AL,1
1081,197,6,2019,Pennsylvania State University,Big Ten,PA,1
1341,197,6,2020,University of Utah,PAC-12,UT,1
302,198,6,2016,University of Wisconsin - Madison,Big Ten,WI,1
561,198,6,2017,University of Mississippi,SEC,MS,1
820,198,6,2018,University of Tennessee,SEC,TN,1
1082,198,6,2019,University of Virginia,ACC,VA,1
1342,198,6,2020,"University of Maryland, College Park",Big Ten,MD,1
303,199,6,2016,University of Mississippi,SEC,MS,1
562,199,6,2017,University of Wyoming,MW,WY,1
821,199,6,2018,Washington State University,PAC-12,WA,1
1083,199,6,2019,Mississippi State University,SEC,MS,1
1343,199,6,2020,Ohio State University,Big Ten,OH,1
304,200,6,2016,Stanford University,PAC-12,CA,1
563,200,6,2017,University of Pittsburgh,ACC,PA,1
822,200,6,2018,Yale University,Ivy League,CT,1
1084,200,6,2019,University of Houston,AAC,TX,1
1344,200,6,2020,University of Southern Mississippi,C-USA,MS,1
305,201,6,2016,University of Arkansas,SEC,AR,1
564,201,6,2017,Virginia Polytechnic Institute and State University,ACC,VA,1
823,201,6,2018,Louisiana Tech University,C-USA,LA,1
1085,201,6,2019,University of South Carolina,SEC,SC,1
1345,201,6,2020,Southern Methodist University,AAC,TX,1
306,202,6,2016,Pennsylvania State University,Big Ten,PA,1
565,202,6,2017,University of Utah,PAC-12,UT,1
824,202,6,2018,University of Wisconsin - Madison,Big Ten,WI,1
1086,202,6,2019,Ohio State University,Big Ten,OH,1
1346,202,6,2020,"University of California, Berkeley",PAC-12,CA,1
307,203,6,2016,Virginia Polytechnic Institute and State University,ACC,VA,1
566,203,6,2017,Coastal Carolina University,SBC,SC,1
825,203,6,2018,University of Nebraska - Lincoln,Big Ten,MA,1
1347,203,6,2020,Oregon State University,PAC-12,OR,1
308,204,6,2016,Pennsylvania State University,Big Ten,PA,1
567,204,6,2017,University of Mississippi,SEC,MS,1
1088,204,6,2019,University of Miami,ACC,FL,1
1348,204,6,2020,University of Wyoming,MW,WY,1
309,205,6,2016,Southeastern Louisiana University,SLC,LA,1
568,205,6,2017,University of Arkansas,SEC,AR,1
827,205,6,2018,University of Louisville,ACC,KY,1
1089,205,6,2019,Kansas State University,Big 12,KS,1
1349,205,6,2020,University of Michigan-Ann Arbor,Big Ten,MI,1
310,206,6,2016,University of Southern Mississippi,C-USA,MS,1
569,206,6,2017,Virginia Polytechnic Institute and State University,ACC,VA,1
828,206,6,2018,Texas Christian University,Big 12,TX,1
1090,206,6,2019,North Carolina State University - Raleigh,ACC,NC,1
1350,206,6,2020,Georgia Institute of Technology,ACC,GA,1
311,207,6,2016,Louisiana Tech University,C-USA,LA,1
570,207,6,2017,University of Houston,AAC,TX,1
829,207,6,2018,University of Notre Dame,ACC,IN,1
1091,207,6,2019,The University of Akron,MAC,OH,1
1351,207,6,2020,Oregon State University,PAC-12,OR,1
312,208,6,2016,Eastern Illinois University,OVC,IL,1
571,208,6,2017,Auburn University,SEC,AL,1
830,208,6,2018,Boise State University,MW,ID,1
1092,208,6,2019,Bowling Green State University,MAC,OH,1
1352,208,6,2020,University of Oregon,PAC-12,OR,1
313,209,6,2016,University of Virginia,ACC,VA,1
572,209,6,2017,Georgia State University,SBC,GA,1
831,209,6,2018,University of Southern Mississippi,C-USA,MS,1
1093,209,6,2019,Florida State University,ACC,FL,1
1353,209,6,2020,Indiana State University,MVFC,IN,1
314,210,6,2016,Baylor University,Big 12,TX,1
573,210,6,2017,Mississippi State University,SEC,MS,1
832,210,6,2018,University of Miami,ACC,FL,1
1094,210,6,2019,Auburn University,SEC,AL,1
1354,210,6,2020,Auburn University,SEC,AL,1
315,211,6,2016,Florida State University,ACC,FL,1
574,211,6,2017,"University of California, Los Angeles",PAC-12,CA,1
833,211,6,2018,Mississippi State University,SEC,MS,1
1095,211,6,2019,University of Oklahoma,Big 12,OK,1
1355,211,6,2020,University of Massachusetts Amherst,Independent,NE,1
316,212,6,2016,Central Michigan University,MAC,MI,1
575,212,6,2017,University of South Florida,AAC,FL,1
834,212,6,2018,Wagner College,NEC,NY,1
1096,212,6,2019,University of South Carolina,SEC,SC,1
1356,212,6,2020,Washington State University,PAC-12,WA,1
317,213,6,2016,Michigan State University,Big Ten,MI,1
576,213,6,2017,University of Louisville,ACC,KY,1
835,213,6,2018,Appalachian State University,SBC,NC,1
1097,213,6,2019,Texas A&M University,SEC,TX,1
1357,213,6,2020,University of Michigan-Ann Arbor,Big Ten,MI,1
318,214,6,2016,University of Houston,AAC,TX,1
577,214,6,2017,University of Washington,PAC-12,WA,1
836,214,6,2018,Stanford University,PAC-12,CA,1
1098,214,6,2019,Utah State University,MW,UT,1
1358,214,6,2020,Florida State University,ACC,FL,1
319,215,6,2016,Texas Christian University,Big 12,TX,1
578,215,6,2017,University of Miami,ACC,FL,1
837,215,6,2018,The University of Alabama,SEC,AL,1
1100,215,7,2019,University of Missouri,SEC,MS,1
1360,215,7,2020,Purdue University - West Lafayette,Big Ten,IN,1
320,216,6,2016,Eastern Michigan University,MAC,MI,1
579,216,6,2017,Florida State University,ACC,FL,1
838,216,6,2018,University of Washington,PAC-12,WA,1
1101,216,7,2019,University of Illinois at Urbana-Champaign,Big Ten,IL,1
1361,216,7,2020,University of Arkansas,SEC,AR,1
321,217,6,2016,Baylor University,Big 12,TX,1
580,217,6,2017,The University of Tennessee at Chattanooga,SoCon,TN,1
580,217,6,2017,The University of Tennessee,OVC,TN,1
839,217,6,2018,University of Washington,PAC-12,WA,1
1102,217,7,2019,The University of Texas at Austin,Big 12,TX,1
1362,217,7,2020,University of Tennessee,SEC,TN,1
322,218,6,2016,University of South Carolina,SEC,SC,1
581,218,6,2017,University of South Carolina,SEC,SC,1
840,218,6,2018,Tulane University,AAC,LA,1
1103,218,7,2019,Ohio State University,Big Ten,OH,1
1363,218,7,2020,"University of Minnesota, Twin Cities",Big Ten,MN,1
323,219,6,2016,University of Arizona,PAC-12,AZ,1
583,219,7,2017,University of Miami,ACC,FL,1
842,219,7,2018,Louisiana State University - Baton Rouge,SEC,LA,1
1104,219,7,2019,"University of Maryland, College Park",Big Ten,MD,1
1364,219,7,2020,University of Iowa,Big Ten,IA,1
324,220,6,2016,University of Washington,PAC-12,WA,1
584,220,7,2017,Northwestern State University of Louisiana,SLC,LA,1
843,220,7,2018,Florida International University,C-USA,FL,1
1105,220,7,2019,Texas A&M University,SEC,TX,1
1365,220,7,2020,Ohio State University,Big Ten,OH,1
325,221,6,2016,University of Illinois at Urbana-Champaign,Big Ten,IL,1
585,221,7,2017,Washington State University,PAC-12,WA,1
844,221,7,2018,University of Houston,AAC,TX,1
1106,221,7,2019,Tulane University,AAC,LA,1
1366,221,7,2020,Florida International University,C-USA,FL,1
327,222,7,2016,"University of California, Los Angeles",PAC-12,CA,1
586,222,7,2017,"University of Minnesota, Twin Cities",Big Ten,MN,1
845,222,7,2018,San Jose State University,MW,CA,1
1107,222,7,2019,Florida Atlantic University,C-USA,FL,1
1367,222,7,2020,Arizona State University,PAC-12,AZ,1
328,223,7,2016,Western Kentucky University,C-USA,KY,1
587,223,7,2017,University of South Carolina,SEC,SC,1
846,223,7,2018,Temple University,AAC,PA,1
1108,223,7,2019,South Dakota State University,MVFC,SD,1
1368,223,7,2020,University of Memphis,AAC,TN,1
329,224,7,2016,Michigan State University,Big Ten,MI,1
588,224,7,2017,Arizona State University,PAC-12,AZ,1
847,224,7,2018,University of Georgia,SEC,GA,1
1109,224,7,2019,University of Georgia,SEC,GA,1
330,225,7,2016,Arizona State University,PAC-12,AZ,1
589,225,7,2017,University of Notre Dame,ACC,IN,1
848,225,7,2018,"University of California, Berkeley",PAC-12,CA,1
1110,225,7,2019,North Carolina A & T State University,Big South Conference,NC,1
1370,225,7,2020,Michigan State University,Big Ten,MI,1
331,226,7,2016,University of Central Arkansas,ASUN,AR,1
849,226,7,2018,University of Arkansas,SEC,AR,1
1111,226,7,2019,Texas Christian University,Big 12,TX,1
1371,226,7,2020,University of Colorado Boulder,PAC-12,CO,1
332,227,7,2016,Vanderbilt University,SEC,TN,1
591,227,7,2017,Texas Christian University,Big 12,TX,1
850,227,7,2018,Ohio University,MAC,OH,1
1112,227,7,2019,James Madison University,CAA,VA,1
1372,227,7,2020,Tennessee State University,OVC,TN,1
333,228,7,2016,Syracuse University,ACC,NY,1
592,228,7,2017,Florida State University,ACC,FL,1
851,228,7,2018,Oklahoma State University,Big 12,OK,1
1113,228,7,2019,Boston College,ACC,MA,1
1373,228,7,2020,Syracuse University,ACC,NY,1
334,229,7,2016,University of Houston,AAC,TX,1
593,229,7,2017,University of Miami,ACC,FL,1
852,229,7,2018,The University of New Mexico - Albuquerque,MW,NM,1
1114,229,7,2019,University of Arizona,PAC-12,AZ,1
1374,229,7,2020,North Carolina State University - Raleigh,ACC,NC,1
594,230,7,2017,University of Louisville,ACC,KY,1
853,230,7,2018,University of Wisconsin - Madison,Big Ten,WI,1
1115,230,7,2019,Prairie View A & M University,SWAC,TX,1
1375,230,7,2020,University of Memphis,AAC,TN,1
336,231,7,2016,"University of California, Los Angeles",PAC-12,CA,1
595,231,7,2017,Alabama State University,SWAC,AL,1
854,231,7,2018,Texas Christian University,Big 12,TX,1
1116,231,7,2019,University of Notre Dame,ACC,IN,1
1376,231,7,2020,James Madison University,CAA,VA,1
337,232,7,2016,Boston College,ACC,MA,1
596,232,7,2017,Kansas State University,Big 12,KS,1
855,232,7,2018,"University of California, Berkeley",PAC-12,CA,1
1117,232,7,2019,University of Kentucky,SEC,KY,1
1377,232,7,2020,University of Nebraska - Lincoln,Big Ten,MA,1
338,233,7,2016,Louisiana State University - Baton Rouge,SEC,LA,1
597,233,7,2017,Georgia Institute of Technology,ACC,GA,1
1118,233,7,2019,Auburn University,SEC,AL,1
1378,233,7,2020,Stanford University,PAC-12,CA,1
339,234,7,2016,Louisiana State University - Baton Rouge,SEC,LA,1
598,234,7,2017,University of Pittsburgh,ACC,PA,1
857,234,7,2018,University of North Carolina at Greensboro,SoCon,NC,1
1119,234,7,2019,University of Washington,PAC-12,WA,1
1379,234,7,2020,Baylor University,Big 12,TX,1
340,235,7,2016,Sam Houston State University,WAC,TX,1
599,235,7,2017,Auburn University,SEC,AL,1
858,235,7,2018,Syracuse University,ACC,NY,1
1120,235,7,2019,Auburn University,SEC,AL,1
1380,235,7,2020,Ohio State University,Big Ten,OH,1
341,236,7,2016,University of Washington,PAC-12,WA,1
859,236,7,2018,The University of Alabama,SEC,AL,1
1381,236,7,2020,Texas Christian University,Big 12,TX,1
342,237,7,2016,"University of California, Berkeley",PAC-12,CA,1
601,237,7,2017,Virginia Polytechnic Institute and State University,ACC,VA,1
860,237,7,2018,San Diego State University,MW,CA,1
1122,237,7,2019,University of Georgia,SEC,GA,1
1382,237,7,2020,Tulane University,AAC,LA,1
343,238,7,2016,"University of California, Los Angeles",PAC-12,CA,1
602,238,7,2017,Utah State University,MW,UT,1
1383,238,7,2020,University of South Carolina,SEC,SC,1
603,239,7,2017,Ohio State University,Big Ten,OH,1
862,239,7,2018,Mississippi State University,SEC,MS,1
1124,239,7,2019,University of Oregon,PAC-12,OR,1
1384,239,7,2020,University of Pittsburgh,ACC,PA,1
345,240,7,2016,Florida State University,ACC,FL,1
604,240,7,2017,University of Miami,ACC,FL,1
863,240,7,2018,Middle Tennessee State University,C-USA,TN,1
1125,240,7,2019,University of Utah,PAC-12,UT,1
1385,240,7,2020,Mississippi State University,SEC,MS,1
346,241,7,2016,Clemson University,ACC,SC,1
605,241,7,2017,"University of California, Berkeley",PAC-12,CA,1
864,241,7,2018,Virginia Polytechnic Institute and State University,ACC,VA,1
1126,241,7,2019,University of Oregon,PAC-12,OR,1
1386,241,7,2020,Temple University,AAC,PA,1
347,242,7,2016,University of Georgia,SEC,GA,1
606,242,7,2017,University of North Carolina at Greensboro,SoCon,NC,1
865,242,7,2018,University of Miami,ACC,FL,1
1127,242,7,2019,University of Cincinnati,AAC,OH,1
1387,242,7,2020,University of Miami,ACC,FL,1
348,243,7,2016,"University of California, Berkeley",PAC-12,CA,1
607,243,7,2017,Baylor University,Big 12,TX,1
866,243,7,2018,Western Carolina University,SoCon,NC,1
1128,243,7,2019,Pennsylvania State University,Big Ten,PA,1
1388,243,7,2020,Marshall University,C-USA,WV,1
349,244,7,2016,Clemson University,ACC,SC,1
608,244,7,2017,University of Toledo,MAC,OH,1
867,244,7,2018,Southern Methodist University,AAC,TX,1
1129,244,7,2019,University of Idaho,Big Sky Conference,ID,1
1389,244,7,2020,University of Iowa,Big Ten,IA,1
350,245,7,2016,University of Illinois at Urbana-Champaign,Big Ten,IL,1
609,245,7,2017,North Carolina State University - Raleigh,ACC,NC,1
868,245,7,2018,Louisiana State University - Baton Rouge,SEC,LA,1
1130,245,7,2019,Syracuse University,ACC,NY,1
1390,245,7,2020,University of Louisiana at Lafayette,SBC,LA,1
351,246,7,2016,Temple University,AAC,PA,1
610,246,7,2017,University of Colorado Boulder,PAC-12,CO,1
869,246,7,2018,The University of Alabama,SEC,AL,1
1131,246,7,2019,University of Mississippi,SEC,MS,1
1391,246,7,2020,Navy,Independent,VA,1
352,247,7,2016,Clemson University,ACC,SC,1
611,247,7,2017,Louisiana State University - Baton Rouge,SEC,LA,1
870,247,7,2018,Mississippi State University,SEC,MS,1
1132,247,7,2019,Colorado State University,MW,CO,1
1392,247,7,2020,"University of Minnesota, Twin Cities",Big Ten,MN,1
353,248,7,2016,University of Iowa,Big Ten,IA,1
871,248,7,2018,Southeast Missouri State University,OVC,MO,1
1133,248,7,2019,Morgan State University,MEAC,MD,1
1393,248,7,2020,Miami University-Oxford,MAC,OH,1
354,249,7,2016,Western Kentucky University,C-USA,KY,1
613,249,7,2017,Oklahoma State University,Big 12,OK,1
872,249,7,2018,University of Toledo,MAC,OH,1
1134,249,7,2019,Temple University,AAC,PA,1
1394,249,7,2020,Mississippi State University,SEC,MS,1
355,250,7,2016,University of Arizona,PAC-12,AZ,1
614,250,7,2017,Eastern Michigan University,MAC,MI,1
873,250,7,2018,Florida State University,ACC,FL,1
1135,250,7,2019,United States Air Force Academy,MW,CO,1
1395,250,7,2020,Clemson University,ACC,SC,1
356,251,7,2016,University of Oregon,PAC-12,OR,1
615,251,7,2017,University at Buffalo,MAC,NY,1
874,251,7,2018,Northwestern State University of Louisiana,SLC,LA,1
1136,251,7,2019,Texas Tech University,Big 12,TX,1
1396,251,7,2020,Louisiana State University - Baton Rouge,SEC,LA,1
357,252,7,2016,Montana State University,Big Sky Conference,MT,1
616,252,7,2017,North Carolina State University - Raleigh,ACC,NC,1
875,252,7,2018,University of Mississippi,SEC,MS,1
1137,252,7,2019,University of Mississippi,SEC,MS,1
1397,252,7,2020,Florida State University,ACC,FL,1
358,253,7,2016,University of Southern Mississippi,C-USA,MS,1
617,253,7,2017,University of Mississippi,SEC,MS,1
876,253,7,2018,Florida State University,ACC,FL,1
1138,253,7,2019,Oklahoma State University,Big 12,OK,1
877,254,7,2018,University of Cincinnati,AAC,OH,1
1139,254,7,2019,"University of California, Los Angeles",PAC-12,CA,1
1399,254,7,2020,University of North Dakota,MVFC,ND,1
878,255,7,2018,University of North Carolina at Greensboro,SoCon,NC,1
1400,255,7,2020,University of Georgia,SEC,GA,1
879,256,7,2018,Southern Methodist University,AAC,TX,1
